time;speed;acc
61.55;1.25;-0.71
61.60;1.25;-0.63
61.66;1.24;-0.56
61.71;1.23;-0.50
61.77;1.20;-0.44
61.82;1.16;-0.39
61.88;1.12;-0.33
61.93;1.09;-0.26
61.99;1.06;-0.17
62.04;1.06;-0.05
62.10;1.07;0.10
62.15;1.09;0.26
62.21;1.10;0.41
62.26;1.13;0.54
62.32;1.18;0.63
62.37;1.24;0.65
62.43;1.31;0.61
62.48;1.39;0.50
62.54;1.46;0.35
62.59;1.48;0.18
62.64;1.47;0.04
62.70;1.41;-0.04
62.76;1.32;-0.02
62.81;1.24;0.10
62.87;1.19;0.33
62.92;1.19;0.64
62.98;1.26;0.98
63.03;1.38;1.30
63.09;1.54;1.55
63.14;1.73;1.69
63.20;1.91;1.70
63.25;2.05;1.60
63.31;2.15;1.39
63.36;2.18;1.13
63.42;2.18;0.85
63.47;2.16;0.62
63.53;2.12;0.46
63.58;2.10;0.38
63.63;2.11;0.38
63.69;2.14;0.46
63.75;2.18;0.59
63.80;2.22;0.75
63.86;2.28;0.90
63.91;2.35;1.02
63.97;2.43;1.10
64.02;2.51;1.13
64.08;2.59;1.09
64.13;2.68;0.99
64.19;2.75;0.86
64.24;2.79;0.68
64.30;2.82;0.49
64.35;2.82;0.31
64.41;2.80;0.13
64.46;2.77;-0.00
64.52;2.75;-0.11
64.57;2.73;-0.18
64.62;2.71;-0.23
64.68;2.70;-0.26
64.74;2.69;-0.29
64.79;2.69;-0.33
64.85;2.69;-0.39
64.90;2.68;-0.46
64.96;2.65;-0.56
65.01;2.62;-0.67
65.07;2.56;-0.78
65.12;2.50;-0.88
65.18;2.43;-0.98
65.23;2.37;-1.07
65.29;2.30;-1.15
65.34;2.24;-1.23
65.39;2.18;-1.30
65.45;2.11;-1.39
65.51;2.04;-1.49
65.56;1.96;-1.58
65.62;1.87;-1.67
65.67;1.76;-1.74
65.73;1.64;-1.76
65.78;1.52;-1.73
65.84;1.39;-1.62
65.89;1.27;-1.44
65.95;1.17;-1.21
66.00;1.10;-0.93
66.06;1.07;-0.65
66.11;1.07;-0.38
66.17;1.12;-0.16
66.22;1.18;-0.01
66.28;1.24;0.06
66.33;1.26;0.06
66.38;1.27;-0.00
66.44;1.25;-0.11
66.50;1.21;-0.22
66.55;1.16;-0.32
66.61;1.12;-0.38
66.66;1.10;-0.38
66.72;1.07;-0.32
66.77;1.03;-0.19
66.83;1.00;-0.01
66.88;0.98;0.19
66.94;1.00;0.41
66.99;1.05;0.60
67.05;1.13;0.75
67.10;1.24;0.84
67.16;1.34;0.86
67.21;1.41;0.82
67.27;1.46;0.74
67.32;1.48;0.63
67.38;1.48;0.53
67.43;1.46;0.47
67.49;1.45;0.45
67.54;1.44;0.50
67.60;1.46;0.61
67.65;1.49;0.77
67.71;1.55;0.95
67.76;1.63;1.14
67.82;1.73;1.29
67.87;1.83;1.41
67.93;1.94;1.47
67.98;2.05;1.47
68.04;2.14;1.42
68.09;2.22;1.34
68.14;2.29;1.24
68.20;2.34;1.14
68.26;2.37;1.06
68.31;2.41;1.00
68.37;2.44;0.96
68.42;2.48;0.94
68.48;2.54;0.92
68.53;2.60;0.90
68.59;2.67;0.85
68.64;2.74;0.79
68.70;2.81;0.70
68.75;2.84;0.58
68.81;2.86;0.46
68.86;2.86;0.34
68.92;2.85;0.24
68.97;2.83;0.15
69.03;2.83;0.08
69.08;2.83;0.03
69.13;2.84;-0.02
69.19;2.85;-0.06
69.25;2.86;-0.13
69.30;2.86;-0.21
69.36;2.86;-0.31
69.41;2.83;-0.43
69.47;2.80;-0.56
69.52;2.76;-0.69
69.58;2.71;-0.82
69.63;2.64;-0.94
69.69;2.57;-1.04
69.74;2.51;-1.12
69.80;2.44;-1.19
69.85;2.36;-1.23
69.91;2.30;-1.26
69.96;2.23;-1.27
70.02;2.16;-1.26
70.07;2.08;-1.24
70.12;2.00;-1.19
70.18;1.93;-1.13
70.24;1.87;-1.03
70.29;1.80;-0.90
70.35;1.76;-0.75
70.40;1.72;-0.57
70.46;1.69;-0.39
70.51;1.67;-0.21
70.57;1.68;-0.05
70.62;1.70;0.08
70.68;1.74;0.17
70.73;1.79;0.22
70.79;1.83;0.22
70.84;1.85;0.19
70.89;1.85;0.14
70.95;1.83;0.09
71.01;1.81;0.06
71.06;1.79;0.06
71.12;1.78;0.12
71.17;1.77;0.23
71.23;1.78;0.38
71.28;1.80;0.57
71.34;1.83;0.77
71.39;1.89;0.96
71.45;1.98;1.12
71.50;2.08;1.23
71.56;2.20;1.27
71.61;2.30;1.25
71.67;2.39;1.18
71.72;2.45;1.06
71.78;2.49;0.93
71.83;2.51;0.79
71.88;2.52;0.67
71.94;2.54;0.58
72.00;2.55;0.52
72.05;2.57;0.50
72.11;2.59;0.50
72.16;2.63;0.51
72.22;2.67;0.54
72.27;2.71;0.56
72.33;2.75;0.59
72.38;2.79;0.62
72.44;2.80;0.65
72.49;2.83;0.69
72.55;2.85;0.74
72.60;2.89;0.80
72.66;2.94;0.86
72.71;3.00;0.91
72.77;3.07;0.94
72.82;3.14;0.94
72.88;3.21;0.91
72.93;3.26;0.84
72.99;3.31;0.71
73.04;3.36;0.55
73.10;3.40;0.35
73.15;3.41;0.14
73.21;3.40;-0.09
73.26;3.38;-0.30
73.32;3.34;-0.48
73.37;3.28;-0.62
73.43;3.21;-0.71
73.48;3.14;-0.74
73.54;3.08;-0.71
73.59;3.02;-0.62
73.64;2.99;-0.50
73.70;2.97;-0.36
73.76;2.98;-0.21
73.81;2.99;-0.07
73.87;3.01;0.05
73.92;3.03;0.13
73.98;3.05;0.19
74.03;3.07;0.21
74.09;3.08;0.21
74.14;3.10;0.18
74.20;3.11;0.16
74.25;3.10;0.13
74.31;3.10;0.11
74.36;3.11;0.10
74.42;3.11;0.11
74.47;3.10;0.12
74.53;3.11;0.14
74.58;3.12;0.16
74.63;3.14;0.18
74.69;3.16;0.19
74.75;3.17;0.18
74.80;3.20;0.17
74.86;3.21;0.15
74.91;3.21;0.13
74.97;3.21;0.11
75.02;3.20;0.11
75.08;3.19;0.12
75.13;3.19;0.14
75.19;3.20;0.17
75.24;3.21;0.20
75.30;3.24;0.23
75.35;3.27;0.24
75.41;3.30;0.22
75.46;3.32;0.19
75.52;3.34;0.13
75.57;3.33;0.07
75.62;3.32;-0.00
75.68;3.31;-0.07
75.74;3.29;-0.12
75.79;3.27;-0.16
75.85;3.26;-0.19
75.90;3.26;-0.20
75.96;3.25;-0.21
76.01;3.24;-0.20
76.07;3.22;-0.19
76.12;3.21;-0.18
76.18;3.20;-0.16
76.23;3.19;-0.14
76.29;3.18;-0.12
76.34;3.18;-0.10
76.39;3.18;-0.08
76.45;3.17;-0.08
76.51;3.17;-0.08
76.56;3.17;-0.09
76.62;3.18;-0.11
76.67;3.17;-0.14
76.73;3.17;-0.17
76.78;3.16;-0.20
76.84;3.13;-0.23
76.89;3.11;-0.25
76.95;3.09;-0.26
77.00;3.07;-0.26
77.06;3.05;-0.25
77.11;3.05;-0.23
77.17;3.04;-0.21
77.22;3.03;-0.19
77.28;3.02;-0.17
77.33;3.01;-0.15
77.38;3.00;-0.14
77.44;3.00;-0.13
77.50;2.99;-0.13
77.55;2.99;-0.13
77.61;2.98;-0.14
77.66;2.97;-0.14
77.72;2.96;-0.15
77.77;2.96;-0.16
77.83;2.95;-0.16
77.88;2.94;-0.17
77.94;2.92;-0.18
77.99;2.91;-0.19
78.05;2.90;-0.20
78.10;2.89;-0.22
78.16;2.88;-0.23
78.21;2.87;-0.25
78.27;2.86;-0.26
78.32;2.84;-0.27
78.38;2.82;-0.28
78.43;2.80;-0.28
78.49;2.78;-0.27
78.54;2.76;-0.26
78.60;2.75;-0.24
78.65;2.73;-0.23
78.71;2.73;-0.22
78.76;2.73;-0.22
78.82;2.73;-0.22
78.87;2.72;-0.23
78.93;2.70;-0.25
78.98;2.68;-0.28
79.04;2.65;-0.30
79.09;2.64;-0.32
79.14;2.62;-0.34
79.20;2.60;-0.35
79.26;2.59;-0.36
79.31;2.57;-0.37
79.37;2.54;-0.37
79.42;2.51;-0.38
79.48;2.49;-0.38
79.53;2.47;-0.39
79.59;2.45;-0.39
79.64;2.44;-0.39
79.70;2.42;-0.39
79.75;2.39;-0.40
79.81;2.37;-0.40
79.86;2.34;-0.40
79.92;2.32;-0.40
79.97;2.30;-0.40
80.03;2.28;-0.40
80.08;2.26;-0.41
80.13;2.24;-0.43
80.19;2.22;-0.46
80.25;2.20;-0.51
80.30;2.17;-0.56
80.36;2.15;-0.63
80.41;2.12;-0.70
80.47;2.07;-0.76
80.52;2.01;-0.80
80.58;1.94;-0.83
80.63;1.88;-0.84
80.69;1.82;-0.82
80.74;1.78;-0.78
80.80;1.75;-0.72
80.85;1.71;-0.65
80.91;1.69;-0.56
80.96;1.65;-0.49
81.02;1.63;-0.42
81.07;1.61;-0.37
81.12;1.60;-0.34
81.18;1.60;-0.34
81.24;1.60;-0.37
81.29;1.59;-0.41
81.35;1.57;-0.45
81.40;1.54;-0.50
81.46;1.49;-0.53
81.51;1.44;-0.55
81.57;1.39;-0.53
81.62;1.34;-0.49
81.68;1.31;-0.42
81.73;1.30;-0.33
81.79;1.30;-0.23
81.84;1.30;-0.14
81.89;1.31;-0.05
81.95;1.32;0.02
82.01;1.32;0.07
82.06;1.32;0.10
82.12;1.33;0.11
82.17;1.34;0.09
82.23;1.36;0.06
82.28;1.37;0.01
82.34;1.38;-0.05
82.39;1.38;-0.12
82.45;1.36;-0.17
82.50;1.34;-0.21
82.56;1.30;-0.23
82.61;1.26;-0.23
82.67;1.24;-0.21
82.72;1.23;-0.19
82.78;1.24;-0.16
82.83;1.25;-0.13
82.88;1.26;-0.11
82.94;1.27;-0.09
83.00;1.26;-0.08
83.05;1.24;-0.08
83.11;1.22;-0.08
83.16;1.20;-0.07
83.22;1.19;-0.06
83.27;1.20;-0.06
83.33;1.21;-0.07
83.38;1.23;-0.08
83.44;1.24;-0.10
83.49;1.24;-0.13
83.55;1.22;-0.15
83.60;1.19;-0.17
83.66;1.15;-0.17
83.71;1.13;-0.15
83.77;1.11;-0.12
83.82;1.11;-0.08
83.88;1.12;-0.04
83.93;1.15;-0.01
83.99;1.17;0.01
84.04;1.18;0.01
84.10;1.18;0.00
84.15;1.17;-0.01
84.21;1.15;-0.03
84.26;1.13;-0.04
84.32;1.12;-0.04
84.37;1.12;-0.03
84.43;1.12;-0.03
84.48;1.14;-0.03
84.54;1.15;-0.04
84.59;1.16;-0.06
84.64;1.16;-0.08
84.70;1.15;-0.11
84.76;1.13;-0.13
84.81;1.11;-0.14
84.87;1.09;-0.14
84.92;1.06;-0.11
84.98;1.05;-0.07
85.03;1.05;-0.04
85.09;1.07;-0.01
85.14;1.09;-0.01
85.20;1.11;-0.03
85.25;1.13;-0.08
85.31;1.13;-0.15
85.36;1.11;-0.24
85.42;1.08;-0.33
85.47;1.04;-0.41
85.53;1.00;-0.46
85.58;0.95;-0.48
85.63;0.91;-0.46
85.69;0.88;-0.40
85.75;0.86;-0.31
85.80;0.85;-0.20
85.86;0.84;-0.07
85.91;0.85;0.07
85.97;0.86;0.19
86.02;0.88;0.28
86.08;0.92;0.34
86.13;0.96;0.34
86.19;1.00;0.28
86.24;1.04;0.16
86.30;1.07;-0.01
86.35;1.07;-0.23
86.41;1.05;-0.49
86.46;1.00;-0.75
86.52;0.93;-1.00
86.57;0.84;-1.21
86.62;0.73;-1.35
86.68;0.62;-1.43
86.74;0.51;-1.43
86.79;0.41;-1.35
86.85;0.32;-1.21
86.90;0.25;-1.03
86.96;0.21;-0.81
87.01;0.19;-0.59
87.07;0.19;-0.37
87.12;0.19;-0.19
87.18;0.21;-0.05
87.23;0.23;0.05
87.29;0.25;0.10
87.34;0.27;0.11
87.39;0.28;0.09
87.45;0.29;0.05
87.51;0.28;0.00
87.56;0.28;-0.05
87.62;0.26;-0.10
87.67;0.24;-0.14
87.73;0.23;-0.16
87.78;0.21;-0.18
87.84;0.21;-0.19
87.89;0.20;-0.19
87.95;0.20;-0.18
88.00;0.19;-0.18
88.06;0.18;-0.16
88.11;0.16;-0.12
88.17;0.14;-0.07
88.22;0.13;-0.00
88.28;0.12;0.08
88.33;0.13;0.18
88.38;0.15;0.28
88.44;0.18;0.37
88.50;0.22;0.44
88.55;0.27;0.48
88.61;0.31;0.49
88.66;0.35;0.46
88.72;0.38;0.40
88.77;0.40;0.31
88.83;0.41;0.20
88.88;0.42;0.07
88.94;0.41;-0.05
88.99;0.40;-0.16
89.05;0.37;-0.26
89.10;0.34;-0.34
89.16;0.31;-0.40
89.21;0.28;-0.43
89.27;0.25;-0.44
89.32;0.22;-0.44
89.38;0.20;-0.42
89.43;0.18;-0.39
89.49;0.16;-0.35
89.54;0.14;-0.31
89.60;0.13;-0.28
89.65;0.11;-0.24
89.71;0.11;-0.21
89.76;0.10;-0.19
89.82;0.09;-0.17
89.87;0.08;-0.15
89.93;0.07;-0.13
89.98;0.07;-0.12
90.04;0.06;-0.10
90.09;0.05;-0.09
90.14;0.05;-0.07
90.20;0.05;-0.06
90.26;0.05;-0.05
90.31;0.05;-0.04
90.37;0.05;-0.03
90.42;0.05;-0.03
90.48;0.04;-0.03
90.53;0.04;-0.03
90.59;0.04;-0.03
90.64;0.04;-0.03
90.70;0.04;-0.03
90.75;0.03;-0.03
90.81;0.03;-0.03
90.86;0.03;-0.02
90.92;0.03;-0.02
90.97;0.03;-0.01
91.03;0.03;0.00
91.08;0.03;0.02
91.13;0.03;0.03
91.19;0.03;0.04
91.25;0.04;0.05
91.30;0.04;0.06
91.36;0.04;0.06
91.41;0.05;0.06
91.47;0.05;0.06
91.52;0.06;0.05
91.58;0.06;0.05
91.63;0.06;0.04
91.69;0.06;0.03
91.74;0.06;0.02
91.80;0.06;0.01
91.85;0.06;-0.00
91.91;0.06;-0.01
91.96;0.06;-0.02
92.02;0.06;-0.02
92.07;0.06;-0.03
92.12;0.05;-0.03
92.18;0.05;-0.03
92.24;0.05;-0.03
92.29;0.05;-0.02
92.35;0.05;-0.02
92.40;0.05;-0.01
92.46;0.05;0.01
92.51;0.05;0.02
92.57;0.05;0.04
92.62;0.05;0.06
92.68;0.05;0.08
92.73;0.06;0.10
92.79;0.07;0.11
92.84;0.08;0.11
92.89;0.09;0.12
92.95;0.10;0.11
93.01;0.10;0.11
93.06;0.11;0.11
93.12;0.11;0.11
93.17;0.11;0.11
93.23;0.11;0.11
93.28;0.12;0.12
93.34;0.13;0.14
93.39;0.14;0.16
93.45;0.15;0.17
93.50;0.16;0.19
93.56;0.17;0.21
93.61;0.18;0.22
93.67;0.20;0.22
93.72;0.21;0.23
93.78;0.23;0.23
93.83;0.24;0.22
93.88;0.26;0.21
93.94;0.27;0.19
94.00;0.28;0.18
94.05;0.28;0.16
94.11;0.29;0.15
94.16;0.30;0.15
94.22;0.30;0.17
94.27;0.30;0.21
94.33;0.31;0.26
94.38;0.32;0.34
94.44;0.33;0.44
94.49;0.35;0.54
94.55;0.39;0.64
94.60;0.44;0.72
94.66;0.50;0.76
94.71;0.57;0.76
94.77;0.64;0.70
94.82;0.70;0.58
94.88;0.74;0.41
94.93;0.77;0.19
94.99;0.77;-0.06
95.04;0.74;-0.32
95.10;0.70;-0.55
95.15;0.63;-0.75
95.21;0.55;-0.90
95.26;0.46;-0.98
95.32;0.38;-0.99
95.37;0.31;-0.94
95.43;0.25;-0.84
95.48;0.21;-0.70
95.54;0.18;-0.54
95.59;0.17;-0.37
95.64;0.17;-0.21
95.70;0.18;-0.08
95.76;0.20;0.04
95.81;0.21;0.12
95.87;0.23;0.17
95.92;0.24;0.19
95.98;0.26;0.19
96.03;0.27;0.18
96.09;0.28;0.15
96.14;0.29;0.11
96.20;0.30;0.07
96.25;0.29;0.03
96.31;0.29;-0.01
96.36;0.28;-0.04
96.42;0.28;-0.08
96.47;0.27;-0.10
96.53;0.26;-0.11
96.58;0.26;-0.11
96.63;0.25;-0.08
96.69;0.24;-0.03
96.75;0.23;0.07
96.80;0.21;0.20
96.86;0.21;0.35
96.91;0.22;0.53
96.97;0.26;0.70
97.02;0.32;0.84
97.08;0.41;0.92
97.13;0.52;0.93
97.19;0.61;0.85
97.24;0.69;0.69
97.30;0.75;0.45
97.35;0.77;0.15
97.41;0.75;-0.16
97.46;0.69;-0.45
97.52;0.61;-0.70
97.57;0.52;-0.86
97.62;0.42;-0.94
97.68;0.33;-0.92
97.74;0.26;-0.82
97.79;0.21;-0.67
97.85;0.19;-0.49
97.90;0.19;-0.31
97.96;0.22;-0.16
98.01;0.25;-0.05
98.07;0.28;0.01
98.12;0.30;0.01
98.18;0.31;-0.03
98.23;0.30;-0.10
98.29;0.28;-0.17
98.34;0.25;-0.24
98.39;0.21;-0.29
98.45;0.18;-0.31
98.51;0.16;-0.29
98.56;0.13;-0.24
98.62;0.12;-0.16
98.67;0.12;-0.07
98.73;0.12;0.05
98.78;0.13;0.16
98.84;0.14;0.26
98.89;0.17;0.35
98.95;0.21;0.41
99.00;0.24;0.44
99.06;0.28;0.43
99.11;0.32;0.39
99.17;0.35;0.33
99.22;0.37;0.27
99.28;0.37;0.20
99.33;0.36;0.15
99.38;0.35;0.13
99.44;0.33;0.16
99.50;0.32;0.23
99.55;0.32;0.35
99.61;0.34;0.49
99.66;0.38;0.64
99.72;0.44;0.80
99.77;0.50;0.92
99.83;0.59;1.00
99.88;0.67;1.02
99.94;0.75;0.99
99.99;0.83;0.88
100.05;0.88;0.73
100.10;0.92;0.54
100.16;0.94;0.33
100.21;0.93;0.12
100.27;0.91;-0.08
100.32;0.87;-0.23
100.38;0.83;-0.35
100.43;0.79;-0.41
100.49;0.75;-0.44
100.54;0.72;-0.43
100.60;0.70;-0.40
100.65;0.68;-0.35
100.71;0.68;-0.30
100.76;0.67;-0.25
100.82;0.67;-0.21
100.87;0.66;-0.16
100.93;0.65;-0.12
100.98;0.64;-0.07
101.04;0.62;-0.01
101.09;0.61;0.04
101.14;0.62;0.10
101.20;0.64;0.15
101.26;0.66;0.18
101.31;0.68;0.19
101.37;0.71;0.17
101.42;0.74;0.12
101.48;0.75;0.04
101.53;0.75;-0.06
101.59;0.74;-0.16
101.64;0.71;-0.26
101.70;0.68;-0.33
101.75;0.64;-0.38
101.81;0.60;-0.39
101.86;0.56;-0.36
101.92;0.53;-0.30
101.97;0.52;-0.22
102.03;0.51;-0.14
102.08;0.52;-0.06
102.13;0.54;-0.00
102.19;0.56;0.02
102.25;0.58;0.00
102.30;0.60;-0.05
102.36;0.60;-0.12
102.41;0.59;-0.21
102.47;0.56;-0.29
102.52;0.52;-0.34
102.58;0.47;-0.36
102.63;0.43;-0.34
102.69;0.39;-0.26
102.74;0.37;-0.15
102.80;0.36;-0.01
102.85;0.38;0.14
102.91;0.41;0.28
102.96;0.45;0.39
103.02;0.50;0.46
103.07;0.55;0.47
103.12;0.59;0.43
103.18;0.63;0.33
103.24;0.66;0.19
103.29;0.67;0.02
103.35;0.66;-0.15
103.40;0.62;-0.32
103.46;0.57;-0.47
103.51;0.52;-0.57
103.57;0.46;-0.64
103.62;0.40;-0.67
103.68;0.36;-0.66
103.73;0.33;-0.62
103.79;0.31;-0.56
103.84;0.29;-0.50
103.89;0.27;-0.43
103.95;0.25;-0.37
104.01;0.23;-0.32
104.06;0.22;-0.26
104.12;0.20;-0.20
104.17;0.19;-0.13
104.23;0.18;-0.05
104.28;0.17;0.05
104.34;0.17;0.17
104.39;0.18;0.29
104.45;0.20;0.42
104.50;0.24;0.53
104.56;0.29;0.62
104.61;0.35;0.68
104.67;0.41;0.68
104.72;0.47;0.64
104.78;0.51;0.55
104.83;0.55;0.43
104.88;0.57;0.27
104.94;0.58;0.11
105.00;0.56;-0.03
105.05;0.53;-0.13
105.11;0.49;-0.18
105.16;0.44;-0.18
105.22;0.41;-0.12
105.27;0.38;-0.02
105.33;0.39;0.09
105.38;0.42;0.20
105.44;0.47;0.28
105.49;0.53;0.31
105.55;0.59;0.31
105.60;0.63;0.26
105.66;0.64;0.18
105.71;0.62;0.11
105.77;0.58;0.06
105.82;0.54;0.04
105.88;0.51;0.06
105.93;0.50;0.11
105.99;0.52;0.18
106.04;0.55;0.26
106.10;0.61;0.31
106.15;0.66;0.31
106.21;0.71;0.27
106.26;0.74;0.19
106.32;0.74;0.06
106.37;0.73;-0.08
106.43;0.70;-0.22
106.48;0.66;-0.33
106.54;0.61;-0.41
106.59;0.56;-0.43
106.64;0.52;-0.40
106.70;0.49;-0.33
106.76;0.47;-0.22
106.81;0.47;-0.10
106.87;0.48;0.02
106.92;0.50;0.13
106.98;0.53;0.20
107.03;0.57;0.25
107.09;0.60;0.25
107.14;0.63;0.23
107.20;0.64;0.20
107.25;0.64;0.17
107.31;0.62;0.15
107.36;0.61;0.14
107.42;0.60;0.16
107.47;0.60;0.19
107.53;0.61;0.22
107.58;0.65;0.24
107.63;0.69;0.23
107.69;0.73;0.18
107.75;0.76;0.09
107.80;0.77;-0.03
107.86;0.77;-0.18
107.91;0.74;-0.34
107.97;0.69;-0.48
108.02;0.63;-0.60
108.08;0.57;-0.69
108.13;0.51;-0.72
108.19;0.46;-0.71
108.24;0.41;-0.65
108.30;0.38;-0.55
108.35;0.36;-0.42
108.41;0.34;-0.26
108.46;0.33;-0.08
108.52;0.33;0.11
108.57;0.34;0.31
108.62;0.36;0.50
108.68;0.41;0.67
108.74;0.46;0.80
108.79;0.54;0.90
108.85;0.62;0.94
108.90;0.70;0.92
108.96;0.77;0.85
109.01;0.83;0.73
109.07;0.87;0.59
109.12;0.88;0.44
109.18;0.87;0.30
109.23;0.86;0.18
109.29;0.84;0.10
109.34;0.82;0.05
109.39;0.82;0.03
109.45;0.83;0.03
109.51;0.84;0.03
109.56;0.85;0.03
109.62;0.86;-0.01
109.67;0.88;-0.07
109.73;0.89;-0.17
109.78;0.88;-0.29
109.84;0.87;-0.42
109.89;0.84;-0.55
109.95;0.78;-0.64
110.00;0.71;-0.68
110.06;0.62;-0.66
110.11;0.55;-0.57
110.17;0.50;-0.42
110.22;0.48;-0.22
110.28;0.49;0.02
110.33;0.52;0.27
110.38;0.57;0.51
110.44;0.63;0.71
110.50;0.70;0.84
110.55;0.76;0.89
110.61;0.83;0.86
110.66;0.92;0.74
110.72;1.00;0.57
110.77;1.04;0.36
110.83;1.05;0.14
110.88;1.01;-0.06
110.94;0.95;-0.21
110.99;0.86;-0.30
111.05;0.79;-0.32
111.10;0.75;-0.30
111.16;0.76;-0.23
111.21;0.79;-0.15
111.27;0.82;-0.07
111.32;0.86;-0.01
111.38;0.88;0.04
111.43;0.87;0.08
111.49;0.84;0.12
111.54;0.81;0.17
111.60;0.79;0.23
111.65;0.80;0.32
111.71;0.83;0.42
111.76;0.88;0.52
111.82;0.95;0.60
111.87;1.01;0.65
111.93;1.07;0.66
111.98;1.12;0.64
112.04;1.15;0.58
112.09;1.17;0.50
112.14;1.18;0.42
112.20;1.18;0.33
112.26;1.18;0.25
112.31;1.20;0.17
112.37;1.22;0.10
112.42;1.23;0.02
112.48;1.24;-0.07
112.53;1.23;-0.17
112.59;1.21;-0.29
112.64;1.18;-0.42
112.70;1.15;-0.56
112.75;1.12;-0.70
112.81;1.08;-0.82
112.86;1.03;-0.92
112.92;0.96;-0.97
112.97;0.88;-0.97
113.03;0.79;-0.91
113.08;0.70;-0.78
113.13;0.64;-0.58
113.19;0.61;-0.34
113.25;0.61;-0.06
113.30;0.64;0.22
113.36;0.68;0.48
113.41;0.75;0.68
113.47;0.83;0.80
113.52;0.91;0.83
113.58;1.00;0.77
113.63;1.07;0.63
113.69;1.12;0.42
113.74;1.14;0.20
113.80;1.12;-0.00
113.85;1.05;-0.16
113.91;0.97;-0.25
113.96;0.90;-0.27
114.02;0.85;-0.21
114.07;0.84;-0.11
114.12;0.86;0.02
114.18;0.91;0.15
114.24;0.98;0.25
114.29;1.04;0.30
114.35;1.07;0.30
114.40;1.08;0.26
114.46;1.08;0.19
114.51;1.06;0.10
114.57;1.04;0.02
114.62;1.03;-0.05
114.68;1.02;-0.10
114.73;1.02;-0.12
114.79;1.02;-0.11
114.84;1.02;-0.08
114.89;1.00;-0.03
114.95;0.99;0.04
115.01;0.98;0.11
115.06;0.98;0.19
115.12;1.00;0.25
115.17;1.04;0.29
115.23;1.08;0.29
115.28;1.13;0.24
115.34;1.16;0.14
115.39;1.18;-0.00
115.45;1.18;-0.19
115.50;1.15;-0.40
115.56;1.11;-0.61
115.61;1.05;-0.80
115.67;0.98;-0.94
115.72;0.89;-1.02
115.78;0.80;-1.02
115.83;0.71;-0.94
115.88;0.63;-0.79
115.94;0.58;-0.56
116.00;0.56;-0.29
116.05;0.57;0.01
116.11;0.60;0.31
116.16;0.65;0.59
116.22;0.71;0.81
116.27;0.79;0.94
116.33;0.88;0.99
116.38;0.98;0.92
116.44;1.07;0.76
116.49;1.15;0.52
116.55;1.18;0.22
116.60;1.17;-0.08
116.66;1.11;-0.36
116.71;1.02;-0.57
116.77;0.91;-0.69
116.82;0.80;-0.70
116.88;0.73;-0.63
116.93;0.69;-0.47
116.99;0.69;-0.26
117.04;0.72;-0.04
117.10;0.78;0.16
117.15;0.83;0.33
117.21;0.87;0.45
117.26;0.91;0.52
117.32;0.93;0.55
117.37;0.96;0.54
117.43;0.98;0.51
117.48;1.00;0.48
117.54;1.03;0.45
117.59;1.06;0.42
117.64;1.08;0.40
117.70;1.10;0.38
117.76;1.12;0.36
117.81;1.13;0.34
117.87;1.14;0.32
117.92;1.16;0.28
117.98;1.19;0.24
118.03;1.21;0.17
118.09;1.23;0.09
118.14;1.24;-0.02
118.20;1.24;-0.15
118.25;1.22;-0.29
118.31;1.19;-0.45
118.36;1.15;-0.62
118.42;1.12;-0.78
118.47;1.07;-0.91
118.53;1.00;-1.00
118.58;0.92;-1.04
118.63;0.83;-1.01
118.69;0.74;-0.91
118.75;0.66;-0.74
118.80;0.60;-0.52
118.86;0.58;-0.25
118.91;0.59;0.04
118.97;0.64;0.32
119.02;0.70;0.55
119.08;0.78;0.71
119.13;0.85;0.79
119.19;0.93;0.76
119.24;1.00;0.65
119.30;1.06;0.46
119.35;1.09;0.22
119.41;1.09;-0.04
119.46;1.05;-0.28
119.52;0.98;-0.47
119.57;0.89;-0.58
119.62;0.81;-0.60
119.68;0.73;-0.52
119.74;0.69;-0.36
119.79;0.68;-0.12
119.85;0.69;0.17
119.90;0.72;0.49
119.96;0.79;0.80
120.01;0.86;1.09
120.07;0.96;1.33
120.12;1.06;1.52
120.18;1.17;1.66
120.23;1.28;1.73
120.29;1.39;1.74
120.34;1.50;1.71
120.39;1.60;1.64
120.45;1.70;1.55
120.51;1.78;1.44
120.56;1.84;1.34
120.62;1.90;1.25
120.67;1.94;1.18
120.73;1.98;1.13
120.78;2.03;1.11
120.84;2.09;1.11
120.89;2.16;1.10
120.95;2.24;1.10
121.00;2.32;1.08
121.06;2.38;1.04
121.11;2.45;1.00
121.17;2.50;0.94
121.22;2.54;0.89
121.28;2.57;0.84
121.33;2.60;0.80
121.38;2.63;0.78
121.44;2.67;0.78
121.50;2.71;0.78
121.55;2.76;0.78
121.61;2.82;0.77
121.66;2.88;0.76
121.72;2.92;0.72
121.77;2.96;0.67
121.83;3.00;0.62
121.88;3.02;0.56
121.94;3.04;0.50
121.99;3.05;0.46
122.05;3.08;0.42
122.10;3.09;0.39
122.16;3.11;0.36
122.21;3.14;0.33
122.27;3.16;0.27
122.32;3.18;0.20
122.38;3.21;0.10
122.43;3.22;-0.03
122.49;3.22;-0.18
122.54;3.21;-0.34
122.60;3.17;-0.50
122.65;3.12;-0.64
122.71;3.06;-0.75
122.76;2.99;-0.83
122.82;2.91;-0.87
122.87;2.85;-0.89
122.93;2.80;-0.89
